Órgão,Início,Término,Ciclo,Atividade,Dica,Municípios,Participação,ID,VTR,Viatura,KM
CEMADEN-RJ,"2022-01-25 10:00:00","2022-01-25 10:05:00","Preparação para Emergências e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Angra dos Reis, Aperibé, Araruama, Areal, Armação dos Búzios, Arraial do Cabo, Barra do Piraí, Barra Mansa, Belford Roxo, Bom Jardim, Bom Jesus do Itabapoana, Cabo Frio, Cachoeiras de Macacu, Cambuci, Campos dos Goytacazes, Cantagalo, Carapebus, Cardoso Moreira, Carmo, Casimiro de Abreu, Comendador Levy Gasparian, Conceição de Macabu, Cordeiro, Duas Barras, Duque de Caxias, Engenheiro Paulo de Frontin, Guapimirim, Iguaba Grande, Itaboraí, Itaguaí, Italva, Itaocara, Itaperuna, Itatiaia, Japeri, Laje do Muriaé, Macaé, Macuco, Magé, Mangaratiba, Maricá, Mendes, Mesquita, Miguel Pereira, Miracema, Natividade, Nilópolis, Niterói, Nova Friburgo, Nova Iguaçu, Paracambi, Paraíba do Sul, Parati, Paty do Alferes, Petrópolis, Pinheiral, Piraí, Porciúncula, Porto Real, Quatis, Queimados, Quissamã, Resende, Rio Bonito, Rio Claro, Rio das Flores, Rio das Ostras, Rio de Janeiro, Santa Maria Madalena, Santo Antônio de Pádua, São Fidélis, São Francisco do Itabapoana, São Gonçalo, São João da Barra, São João de Meriti, São José de Ubá, São José do Vale do Rio Preto, São Pedro da Aldeia, São Sebastião do Alto, Sapucaia, Saquarema, Seropédica, Silva Jardim, Sumidouro, Tanguá, Teresópolis, Trajano de Moraes, Três Rios, Valença, Varre-Sai, Vassouras, Volta Redonda",promotor,5875,,,
"REDEC 2 - BAIXADA FLUMINENSE","2022-01-25 11:10:00","2022-10-25 11:15:00","Prevenção de Riscos e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","Rio de Janeiro (SEDEC), Belford Roxo, Duque de Caxias, Guapimirim, Magé, Mesquita, Nilópolis, Nova Iguaçu, São João de Meriti",promotor,5588,,,
CCCEN,"2022-01-25 11:30:00","2022-01-25 11:35:00","Preparação para Emergências e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Angra dos Reis",participante,5590,,,
"REDEC 2 - BAIXADA FLUMINENSE","2022-01-25 14:20:00","2022-01-25 14:30:00","Prevenção de Riscos e Desastres","Reunião de Trabalho Interna","Reunião promovida pelo órgão para seus próprios integrantes. O registro é do órgão que promove a atividade","Rio de Janeiro (SEDEC)",promotor,5593,,,
CEMADEN-RJ,"2022-01-25 19:05:00","2022-01-25 19:11:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Rio de Janeiro (SEDEC)",promotor,5597,,,
CEMADEN-RJ,"2022-01-26 07:06:00","2022-01-26 07:16:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Rio de Janeiro (SEDEC)",promotor,5598,,,
"REDEC 10 - NORTE","2022-01-26 08:00:00","2022-01-26 17:00:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Campos dos Goytacazes, Carapebus, Conceição de Macabu, Quissamã, São Francisco do Itabapoana, São João da Barra",promotor,5599,,,
"REDEC 6 - SUL II","2022-01-26 08:00:00","2022-01-27 08:00:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Rio de Janeiro (SEDEC), Engenheiro Paulo de Frontin, Itaguaí, Japeri, Mendes, Miguel Pereira, Paracambi, Piraí, Queimados, Rio Claro, Seropédica",promotor,5728,,,
CCCEN,"2022-01-26 09:00:00","2022-01-26 09:36:00","Resposta a Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Angra dos Reis",promotor,5600,,,
CEMADEN-RJ,"2022-01-26 10:00:00","2022-01-26 10:05:00","Preparação para Emergências e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Angra dos Reis, Aperibé, Araruama, Areal, Armação dos Búzios, Arraial do Cabo, Barra do Piraí, Barra Mansa, Belford Roxo, Bom Jardim, Bom Jesus do Itabapoana, Cabo Frio, Cachoeiras de Macacu, Cambuci, Campos dos Goytacazes, Cantagalo, Carapebus, Cardoso Moreira, Carmo, Casimiro de Abreu, Comendador Levy Gasparian, Conceição de Macabu, Cordeiro, Duas Barras, Duque de Caxias, Engenheiro Paulo de Frontin, Guapimirim, Iguaba Grande, Itaboraí, Itaguaí, Italva, Itaocara, Itaperuna, Itatiaia, Japeri, Laje do Muriaé, Macaé, Macuco, Magé, Mangaratiba, Maricá, Mendes, Mesquita, Miguel Pereira, Miracema, Natividade, Nilópolis, Niterói, Nova Friburgo, Nova Iguaçu, Paracambi, Paraíba do Sul, Parati, Paty do Alferes, Petrópolis, Pinheiral, Piraí, Porciúncula, Porto Real, Quatis, Queimados, Quissamã, Resende, Rio Bonito, Rio Claro, Rio das Flores, Rio das Ostras, Rio de Janeiro, Santa Maria Madalena, Santo Antônio de Pádua, São Fidélis, São Francisco do Itabapoana, São Gonçalo, São João da Barra, São João de Meriti, São José de Ubá, São José do Vale do Rio Preto, São Pedro da Aldeia, São Sebastião do Alto, Sapucaia, Saquarema, Seropédica, Silva Jardim, Sumidouro, Tanguá, Teresópolis, Trajano de Moraes, Três Rios, Valença, Varre-Sai, Vassouras, Volta Redonda",promotor,5874,,,
CEMADEN-RJ,"2022-01-26 19:01:00","2022-01-26 19:12:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Rio de Janeiro (SEDEC)",promotor,5602,,,
CEMADEN-RJ,"2022-01-27 07:06:00","2022-01-27 07:11:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Rio de Janeiro (SEDEC)",promotor,5603,,,
"REDEC 10 - NORTE","2022-01-27 08:00:00","2022-01-27 17:00:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Campos dos Goytacazes, Carapebus, Conceição de Macabu, Quissamã, São Francisco do Itabapoana, São João da Barra",promotor,5617,,,
"REDEC 6 - SUL II","2022-01-27 08:00:00","2022-01-28 08:00:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Rio de Janeiro (SEDEC), Engenheiro Paulo de Frontin, Itaguaí, Japeri, Mendes, Miguel Pereira, Paracambi, Piraí, Queimados, Rio Claro, Seropédica",promotor,5729,,,
SUOP,"2022-01-27 08:30:00","2022-01-27 13:30:00","Preparação para Emergências e Desastres","Apoio Técnico","Ex: preenchimento de FIDE, Decretos de SE e ECP","Rio de Janeiro (SEDEC)",promotor,5601,Sim,"ARDC - 030",48
CCCEN,"2022-01-27 09:00:00","2022-01-27 09:31:00","Resposta a Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Angra dos Reis",promotor,5605,,,
"REDEC 10 - NORTE","2022-01-27 09:00:00","2022-01-27 12:00:00","Preparação para Emergências e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade",Carapebus,promotor,5618,Sim,"ARDC - 033",200
CEPEDEC,"2022-01-27 09:30:00","2022-01-27 11:00:00","Preparação para Emergências e Desastres","Reunião de Trabalho Interna","Reunião promovida pelo órgão para seus próprios integrantes. O registro é do órgão que promove a atividade","Rio de Janeiro (SEDEC)",participante,5780,,,
CEMADEN-RJ,"2022-01-27 10:00:00","2022-01-27 10:05:00","Preparação para Emergências e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Angra dos Reis, Aperibé, Araruama, Areal, Armação dos Búzios, Arraial do Cabo, Barra do Piraí, Barra Mansa, Belford Roxo, Bom Jardim, Bom Jesus do Itabapoana, Cabo Frio, Cachoeiras de Macacu, Cambuci, Campos dos Goytacazes, Cantagalo, Carapebus, Cardoso Moreira, Carmo, Casimiro de Abreu, Comendador Levy Gasparian, Conceição de Macabu, Cordeiro, Duas Barras, Duque de Caxias, Engenheiro Paulo de Frontin, Guapimirim, Iguaba Grande, Itaboraí, Itaguaí, Italva, Itaocara, Itaperuna, Itatiaia, Japeri, Laje do Muriaé, Macaé, Macuco, Magé, Mangaratiba, Maricá, Mendes, Mesquita, Miguel Pereira, Miracema, Natividade, Nilópolis, Niterói, Nova Friburgo, Nova Iguaçu, Paracambi, Paraíba do Sul, Parati, Paty do Alferes, Petrópolis, Pinheiral, Piraí, Porciúncula, Porto Real, Quatis, Queimados, Quissamã, Resende, Rio Bonito, Rio Claro, Rio das Flores, Rio das Ostras, Rio de Janeiro, Santa Maria Madalena, Santo Antônio de Pádua, São Fidélis, São Francisco do Itabapoana, São Gonçalo, São João da Barra, São João de Meriti, São José de Ubá, São José do Vale do Rio Preto, São Pedro da Aldeia, São Sebastião do Alto, Sapucaia, Saquarema, Seropédica, Silva Jardim, Sumidouro, Tanguá, Teresópolis, Trajano de Moraes, Três Rios, Valença, Varre-Sai, Vassouras, Volta Redonda",promotor,5873,,,
"REDEC 8 - SERRANA II","2022-01-27 14:00:00","2022-01-27 15:00:00","Prevenção de Riscos e Desastres","Reunião de Trabalho Interna","Reunião promovida pelo órgão para seus próprios integrantes. O registro é do órgão que promove a atividade","Rio de Janeiro (SEDEC), Bom Jardim, Cantagalo, Cordeiro, Duas Barras, Macuco, Nova Friburgo, Santa Maria Madalena, São Sebastião do Alto, Trajano de Moraes",participante,5620,,,
"REDEC 7 - SERRANA I","2022-01-27 14:00:00","2022-01-27 15:00:00","Preparação para Emergências e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","Areal, Carmo, Petrópolis, São José do Vale do Rio Preto, Sapucaia, Sumidouro, Teresópolis",participante,5638,,,
"REDEC 9 - BAIXADA LITORÂNEA","2022-01-27 14:00:00","2022-01-27 16:00:00","Prevenção de Riscos e Desastres","Participação em Eventos","Participação em ações sociais","Araruama, Casimiro de Abreu",promotor,5640,Sim,"ARDC - 034",150
"REDEC 9 - BAIXADA LITORÂNEA","2022-01-27 14:00:00","2022-01-27 14:40:00","Prevenção de Riscos e Desastres","Reunião de Trabalho Interna","Reunião promovida pelo órgão para seus próprios integrantes. O registro é do órgão que promove a atividade","Casimiro de Abreu",participante,5643,,,
"REDEC 3 - METROPOLITANA","2022-01-27 14:00:00","2022-01-27 16:00:00","Prevenção de Riscos e Desastres","Reunião de Trabalho Interna","Reunião promovida pelo órgão para seus próprios integrantes. O registro é do órgão que promove a atividade","Rio de Janeiro (SEDEC)",participante,5655,,,
"REDEC 2 - BAIXADA FLUMINENSE","2022-01-27 14:00:00","2022-01-27 14:40:00","Prevenção de Riscos e Desastres","Reunião de Trabalho Interna","Reunião promovida pelo órgão para seus próprios integrantes. O registro é do órgão que promove a atividade","Rio de Janeiro (SEDEC)",promotor,5667,,,
"REDEC 8 - SERRANA II","2022-01-27 15:00:00","2022-01-27 16:00:00","Preparação para Emergências e Desastres","Capacitação Externa","Capacitação feita por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","Rio de Janeiro (SEDEC), Bom Jardim, Cantagalo, Cordeiro, Duas Barras, Macuco, Nova Friburgo, Santa Maria Madalena, São Sebastião do Alto, Trajano de Moraes",promotor,5621,,,
"REDEC 10 - NORTE","2022-01-27 16:00:00","2022-01-27 18:00:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","São João da Barra",promotor,5636,Sim,"ARDC - 033",80
CEMADEN-RJ,"2022-01-27 19:11:00","2022-01-27 19:19:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Rio de Janeiro (SEDEC)",promotor,5619,,,
CEMADEN-RJ,"2022-01-28 07:35:00","2022-01-28 07:46:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Rio de Janeiro (SEDEC)",promotor,5622,,,
"REDEC 10 - NORTE","2022-01-28 08:00:00","2022-01-28 17:00:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Campos dos Goytacazes, Carapebus, Conceição de Macabu, Quissamã, São Francisco do Itabapoana, São João da Barra",promotor,5623,,,
"REDEC 6 - SUL II","2022-01-28 08:00:00","2022-01-29 08:00:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Rio de Janeiro (SEDEC), Engenheiro Paulo de Frontin, Itaguaí, Japeri, Mendes, Miguel Pereira, Paracambi, Piraí, Queimados, Rio Claro, Seropédica",promotor,5730,,,
CCCEN,"2022-01-28 09:00:00","2022-01-28 09:35:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Angra dos Reis",promotor,5624,,,
"REDEC 8 - SERRANA II","2022-01-28 09:00:00","2022-01-28 15:40:00","Prevenção de Riscos e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade",Macuco,promotor,5626,Sim,"ARDC - 032",133
CEAMA,"2022-01-28 10:00:00","2022-01-28 12:00:00","Prevenção de Riscos e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade","Rio de Janeiro (SEDEC), Saquarema",participante,5573,,,
"REDEC 9 - BAIXADA LITORÂNEA","2022-01-28 10:00:00","2020-01-28 13:00:00","Prevenção de Riscos e Desastres","Reunião de Trabalho Externa","Reunião promovida por um órgão com a participação de integrantes de outros órgãos. O registro é feito pelo órgão que promove a atividade e também pelos órgãos cujos integrantes participam da atividade",Macaé,promotor,5641,,,
CEMADEN-RJ,"2022-01-28 10:00:00","2022-01-28 10:05:00","Preparação para Emergências e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Angra dos Reis, Aperibé, Araruama, Areal, Armação dos Búzios, Arraial do Cabo, Barra do Piraí, Barra Mansa, Belford Roxo, Bom Jardim, Bom Jesus do Itabapoana, Cabo Frio, Cachoeiras de Macacu, Cambuci, Campos dos Goytacazes, Cantagalo, Carapebus, Cardoso Moreira, Carmo, Casimiro de Abreu, Comendador Levy Gasparian, Conceição de Macabu, Cordeiro, Duas Barras, Duque de Caxias, Engenheiro Paulo de Frontin, Guapimirim, Iguaba Grande, Itaboraí, Itaguaí, Italva, Itaocara, Itaperuna, Itatiaia, Japeri, Laje do Muriaé, Macaé, Macuco, Magé, Mangaratiba, Maricá, Mendes, Mesquita, Miguel Pereira, Miracema, Natividade, Nilópolis, Niterói, Nova Friburgo, Nova Iguaçu, Paracambi, Paraíba do Sul, Parati, Paty do Alferes, Petrópolis, Pinheiral, Piraí, Porciúncula, Porto Real, Quatis, Queimados, Quissamã, Resende, Rio Bonito, Rio Claro, Rio das Flores, Rio das Ostras, Rio de Janeiro, Santa Maria Madalena, Santo Antônio de Pádua, São Fidélis, São Francisco do Itabapoana, São Gonçalo, São João da Barra, São João de Meriti, São José de Ubá, São José do Vale do Rio Preto, São Pedro da Aldeia, São Sebastião do Alto, Sapucaia, Saquarema, Seropédica, Silva Jardim, Sumidouro, Tanguá, Teresópolis, Trajano de Moraes, Três Rios, Valença, Varre-Sai, Vassouras, Volta Redonda",promotor,5872,,,
CCCEN,"2022-01-28 11:38:00","2022-01-28 11:39:00","Preparação para Emergências e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Angra dos Reis",promotor,5625,,,
"REDEC 10 - NORTE","2022-01-29 00:00:00","2022-01-29 23:59:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Campos dos Goytacazes, Carapebus, Conceição de Macabu, Quissamã, São Francisco do Itabapoana, São João da Barra",promotor,5631,,,
CEMADEN-RJ,"2022-01-29 07:00:00","2022-01-29 07:07:00","Preparação para Emergências e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Rio de Janeiro (SEDEC)",promotor,5627,,,
"REDEC 6 - SUL II","2022-01-29 08:00:00","2022-01-30 08:00:00","Prevenção de Riscos e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Rio de Janeiro (SEDEC), Engenheiro Paulo de Frontin, Itaguaí, Japeri, Mendes, Miguel Pereira, Paracambi, Piraí, Queimados, Rio Claro, Seropédica",promotor,5731,,,
CCCEN,"2022-01-29 09:10:00","2022-01-29 09:30:00","Prevenção de Riscos e Desastres","Teste de Equipamento","Participação de agentes do Sistema Estadual de Defesa Civil em testes de equipamentos como as sirenes do sistema de alerta e alarme.","Angra dos Reis",promotor,5628,,,
CEMADEN-RJ,"2022-01-29 10:00:00","2022-01-29 10:05:00","Preparação para Emergências e Desastres","Análise Técnica","Vistorias em Sirenes, Relatório Diagnóstico, etc","Angra dos Reis, Aperibé, Araruama, Areal, Armação dos Búzios, Arraial do Cabo, Barra do Piraí, Barra Mansa, Belford Roxo, Bom Jardim, Bom Jesus do Itabapoana, Cabo Frio, Cachoeiras de Macacu, Cambuci, Campos dos Goytacazes, Cantagalo, Carapebus, Cardoso Moreira, Carmo, Casimiro de Abreu, Comendador Levy Gasparian, Conceição de Macabu, Cordeiro, Duas Barras, Duque de Caxias, Engenheiro Paulo de Frontin, Guapimirim, Iguaba Grande, Itaboraí, Itaguaí, Italva, Itaocara, Itaperuna, Itatiaia, Japeri, Laje do Muriaé, Macaé, Macuco, Magé, Mangaratiba, Maricá, Mendes, Mesquita, Miguel Pereira, Miracema, Natividade, Nilópolis, Niterói, Nova Friburgo, Nova Iguaçu, Paracambi, Paraíba do Sul, Parati, Paty do Alferes, Petrópolis, Pinheiral, Piraí, Porciúncula, Porto Real, Quatis, Queimados, Quissamã, Resende, Rio Bonito, Rio Claro, Rio das Flores, Rio das Ostras, Rio de Janeiro, Santa Maria Madalena, Santo Antônio de Pádua, São Fidélis, São Francisco do Itabapoana, São Gonçalo, São João da Barra, São João de Meriti, São José de Ubá, São José do Vale do Rio Preto, São Pedro da Aldeia, São Sebastião do Alto, Sapucaia, Saquarema, Seropédica, Silva Jardim, Sumidouro, Tanguá, Teresópolis, Trajano de Moraes, Três Rios, Valença, Varre-Sai, Vassouras, Volta Redonda",promotor,5871,,,
